learner_id,song_id,topic,artist,song_level,vocab_size,session_repeat,day,mode,question_index,question_type,category,auto_graded,correct,incorrect,time_sec
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,reading,0,multiple_choice,vocab,True,1,0,11.1
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,reading,1,fill_blank,vocab,True,0,1,20.4
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,reading,2,multiple_choice,vocab,True,1,0,10.8
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,reading,3,multiple_choice,vocab,True,1,0,14.6
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,reading,4,multiple_choice,vocab,True,1,0,10.3
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,writing,0,short_answer,vocab,False,1,0,56.5
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,writing,1,short_answer,vocab,False,1,0,23.4
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,writing,2,short_answer,vocab,False,1,0,25.6
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,writing,3,short_answer,vocab,False,1,0,22.2
0,2,Me Gustas Tú,Mano Chao,1,91,1,2.0,writing,4,short_answer,vocab,False,1,0,24.9
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,reading,0,multiple_choice,vocab,True,1,0,17.1
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,reading,1,fill_blank,vocab,True,0,1,26.4
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,reading,2,multiple_choice,vocab,True,1,0,4.8
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,reading,3,multiple_choice,vocab,True,1,0,6.9
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,reading,4,multiple_choice,vocab,True,1,0,7.2
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,writing,0,short_answer,vocab,False,1,0,26.8
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,writing,1,short_answer,vocab,False,1,0,37.2
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,writing,2,short_answer,vocab,False,1,0,27.6
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,writing,3,short_answer,vocab,False,1,0,24.6
0,2,Me Gustas Tú,Mano Chao,1,91,2,4.0,writing,4,short_answer,vocab,False,1,0,18.6
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,reading,0,fill_blank,vocab,True,0,1,33.1
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,reading,1,multiple_choice,vocab,True,1,0,6.0
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,reading,2,multiple_choice,vocab,True,1,0,6.8
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,reading,3,multiple_choice,vocab,True,1,0,6.5
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,reading,4,multiple_choice,vocab,True,1,0,6.3
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,writing,0,short_answer,vocab,False,1,0,33.4
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,writing,1,short_answer,vocab,False,1,0,28.0
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,writing,2,short_answer,vocab,False,1,0,23.6
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,writing,3,short_answer,vocab,False,1,0,24.3
0,2,Me Gustas Tú,Mano Chao,1,91,3,6.0,writing,4,short_answer,vocab,False,1,0,20.1
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,reading,0,fill_blank,vocab,True,0,1,24.4
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,reading,1,multiple_choice,vocab,True,1,0,12.1
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,reading,2,multiple_choice,vocab,True,1,0,7.2
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,reading,3,multiple_choice,vocab,True,1,0,9.2
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,reading,4,multiple_choice,vocab,True,1,0,8.6
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,writing,0,short_answer,vocab,False,1,0,16.9
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,writing,1,short_answer,vocab,False,1,0,16.2
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,writing,2,short_answer,vocab,False,1,0,40.1
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,writing,3,short_answer,vocab,False,1,0,41.0
0,2,Me Gustas Tú,Mano Chao,1,91,4,7.0,writing,4,short_answer,vocab,False,1,0,23.1
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,reading,0,fill_blank,vocab,True,0,1,23.0
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,reading,1,multiple_choice,vocab,True,1,0,7.7
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,reading,2,multiple_choice,vocab,True,1,0,12.4
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,reading,3,fill_blank,vocab,True,1,0,31.4
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,reading,4,multiple_choice,vocab,True,1,0,8.0
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,writing,0,short_answer,vocab,False,1,0,19.0
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,writing,1,short_answer,vocab,False,1,0,16.9
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,writing,2,short_answer,vocab,False,1,0,18.8
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,writing,3,short_answer,vocab,False,1,0,22.1
0,2,Me Gustas Tú,Mano Chao,1,91,5,8.0,writing,4,short_answer,vocab,False,1,0,32.2
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,reading,0,multiple_choice,vocab,True,1,0,14.5
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,reading,1,multiple_choice,vocab,True,1,0,8.7
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,reading,2,multiple_choice,vocab,True,1,0,11.8
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,reading,3,multiple_choice,vocab,True,0,1,18.1
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,reading,4,multiple_choice,vocab,True,0,1,9.4
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,writing,0,short_answer,vocab,False,1,0,26.8
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,writing,1,short_answer,vocab,False,1,0,31.2
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,writing,2,short_answer,vocab,False,1,0,37.3
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,writing,3,short_answer,vocab,False,1,0,45.2
0,3,Limón y Sal,Julieta Venegas,2,90,1,4.0,writing,4,short_answer,vocab,False,1,0,23.8
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,reading,0,multiple_choice,vocab,True,1,0,9.4
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,reading,1,fill_blank,vocab,True,0,1,31.8
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,reading,2,multiple_choice,vocab,True,1,0,6.1
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,reading,3,multiple_choice,vocab,True,1,0,18.4
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,reading,4,multiple_choice,vocab,True,1,0,6.7
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,writing,0,short_answer,vocab,False,1,0,50.6
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,writing,1,short_answer,vocab,False,1,0,66.7
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,writing,2,short_answer,vocab,False,1,0,19.0
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,writing,3,short_answer,vocab,False,1,0,23.5
0,3,Limón y Sal,Julieta Venegas,2,90,2,6.0,writing,4,short_answer,vocab,False,1,0,28.5
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,reading,0,multiple_choice,vocab,True,1,0,6.0
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,reading,1,fill_blank,vocab,True,1,0,21.6
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,reading,2,multiple_choice,vocab,True,1,0,7.5
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,reading,3,fill_blank,vocab,True,0,1,28.1
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,reading,4,multiple_choice,vocab,True,1,0,9.6
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,writing,0,short_answer,vocab,False,1,0,25.8
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,writing,1,short_answer,vocab,False,1,0,25.1
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,writing,2,short_answer,vocab,False,1,0,20.0
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,writing,3,short_answer,vocab,False,1,0,27.1
0,3,Limón y Sal,Julieta Venegas,2,90,3,7.0,writing,4,short_answer,vocab,False,1,0,23.8
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,reading,0,fill_blank,vocab,True,0,1,16.7
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,reading,1,multiple_choice,vocab,True,1,0,9.3
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,reading,2,multiple_choice,vocab,True,1,0,5.0
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,reading,3,fill_blank,vocab,True,0,1,26.8
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,reading,4,multiple_choice,vocab,True,0,1,7.3
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,writing,0,short_answer,vocab,False,1,0,26.5
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,writing,1,short_answer,vocab,False,1,0,24.8
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,writing,2,short_answer,vocab,False,1,0,22.4
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,writing,3,short_answer,vocab,False,1,0,23.7
0,3,Limón y Sal,Julieta Venegas,2,90,4,11.0,writing,4,short_answer,vocab,False,1,0,22.6
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,reading,0,multiple_choice,vocab,True,1,0,5.0
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,reading,1,multiple_choice,vocab,True,1,0,14.0
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,reading,2,multiple_choice,vocab,True,1,0,10.7
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,reading,3,multiple_choice,vocab,True,1,0,8.0
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,reading,4,multiple_choice,vocab,True,1,0,7.4
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,writing,0,short_answer,vocab,False,1,0,36.1
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,writing,1,short_answer,vocab,False,1,0,29.1
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,writing,2,short_answer,vocab,False,1,0,41.1
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,writing,3,short_answer,vocab,False,1,0,34.8
0,3,Limón y Sal,Julieta Venegas,2,90,5,13.0,writing,4,short_answer,vocab,False,1,0,27.9
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,reading,0,multiple_choice,vocab,True,1,0,10.9
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,reading,1,multiple_choice,vocab,True,1,0,13.3
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,reading,2,multiple_choice,vocab,True,1,0,12.4
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,reading,3,multiple_choice,vocab,True,0,1,9.3
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,reading,4,fill_blank,vocab,True,0,1,18.6
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,writing,0,short_answer,vocab,False,1,0,60.9
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,writing,1,short_answer,vocab,False,1,0,42.4
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,writing,2,short_answer,vocab,False,1,0,26.2
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,writing,3,short_answer,vocab,False,1,0,22.3
0,4,Mejor Que Ayer,Diego Torres,2,75,1,2.0,writing,4,short_answer,vocab,False,1,0,29.0
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,reading,0,fill_blank,vocab,True,0,1,26.1
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,reading,1,multiple_choice,vocab,True,1,0,11.9
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,reading,2,fill_blank,vocab,True,0,1,12.8
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,reading,3,multiple_choice,vocab,True,0,1,11.8
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,reading,4,multiple_choice,vocab,True,1,0,15.4
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,writing,0,short_answer,vocab,False,1,0,32.3
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,writing,1,short_answer,vocab,False,1,0,35.8
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,writing,2,short_answer,vocab,False,1,0,22.6
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,writing,3,short_answer,vocab,False,1,0,33.4
0,4,Mejor Que Ayer,Diego Torres,2,75,2,5.0,writing,4,short_answer,vocab,False,1,0,35.4
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,reading,0,multiple_choice,vocab,True,1,0,11.3
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,reading,1,multiple_choice,vocab,True,0,1,6.9
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,reading,2,multiple_choice,vocab,True,1,0,14.9
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,reading,3,multiple_choice,vocab,True,1,0,7.2
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,reading,4,multiple_choice,vocab,True,1,0,11.4
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,writing,0,short_answer,vocab,False,1,0,25.6
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,writing,1,short_answer,vocab,False,1,0,37.6
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,writing,2,short_answer,vocab,False,1,0,32.3
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,writing,3,short_answer,vocab,False,1,0,31.9
0,4,Mejor Que Ayer,Diego Torres,2,75,3,8.0,writing,4,short_answer,vocab,False,1,0,29.0
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,reading,0,multiple_choice,vocab,True,1,0,5.4
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,reading,1,fill_blank,vocab,True,0,1,16.5
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,reading,2,multiple_choice,vocab,True,1,0,9.8
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,reading,3,multiple_choice,vocab,True,1,0,9.2
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,reading,4,fill_blank,vocab,True,1,0,13.3
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,writing,0,short_answer,vocab,False,1,0,24.9
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,writing,1,short_answer,vocab,False,1,0,21.2
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,writing,2,short_answer,vocab,False,1,0,28.0
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,writing,3,short_answer,vocab,False,1,0,30.2
0,4,Mejor Que Ayer,Diego Torres,2,75,4,10.0,writing,4,short_answer,vocab,False,1,0,25.5
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,reading,0,fill_blank,vocab,True,0,1,32.7
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,reading,1,multiple_choice,vocab,True,1,0,9.9
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,reading,2,fill_blank,vocab,True,1,0,24.6
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,reading,3,fill_blank,vocab,True,1,0,12.3
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,reading,4,fill_blank,vocab,True,0,1,12.8
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,writing,0,short_answer,vocab,False,1,0,12.1
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,writing,1,short_answer,vocab,False,1,0,19.9
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,writing,2,short_answer,vocab,False,1,0,30.6
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,writing,3,short_answer,vocab,False,1,0,22.4
0,4,Mejor Que Ayer,Diego Torres,2,75,5,14.0,writing,4,short_answer,vocab,False,1,0,25.9
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,reading,0,multiple_choice,vocab,True,0,1,9.7
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,reading,1,multiple_choice,vocab,True,1,0,16.1
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,reading,2,multiple_choice,vocab,True,0,1,7.6
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,reading,3,multiple_choice,vocab,True,1,0,8.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,reading,4,fill_blank,vocab,True,1,0,21.5
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,writing,0,short_answer,vocab,False,1,0,24.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,writing,1,short_answer,vocab,False,1,0,49.8
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,writing,2,short_answer,vocab,False,1,0,28.6
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,writing,3,short_answer,vocab,False,1,0,27.1
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,1,0.0,writing,4,short_answer,vocab,False,1,0,21.7
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,reading,0,multiple_choice,vocab,True,0,1,10.0
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,reading,1,multiple_choice,vocab,True,1,0,15.3
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,reading,2,multiple_choice,vocab,True,1,0,14.5
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,reading,3,multiple_choice,vocab,True,1,0,9.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,reading,4,fill_blank,vocab,True,1,0,36.9
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,writing,0,short_answer,vocab,False,1,0,53.8
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,writing,1,short_answer,vocab,False,1,0,28.3
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,writing,2,short_answer,vocab,False,1,0,28.1
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,writing,3,short_answer,vocab,False,1,0,36.1
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,2,1.0,writing,4,short_answer,vocab,False,1,0,19.9
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,reading,0,multiple_choice,vocab,True,1,0,9.0
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,reading,1,multiple_choice,vocab,True,1,0,17.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,reading,2,multiple_choice,vocab,True,1,0,7.0
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,reading,3,fill_blank,vocab,True,0,1,18.1
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,reading,4,multiple_choice,vocab,True,1,0,9.5
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,writing,0,short_answer,vocab,False,1,0,30.9
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,writing,1,short_answer,vocab,False,1,0,22.8
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,writing,2,short_answer,vocab,False,1,0,34.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,writing,3,short_answer,vocab,False,1,0,17.6
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,3,5.0,writing,4,short_answer,vocab,False,1,0,24.7
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,reading,0,multiple_choice,vocab,True,1,0,8.5
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,reading,1,multiple_choice,vocab,True,1,0,9.9
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,reading,2,multiple_choice,vocab,True,1,0,10.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,reading,3,multiple_choice,vocab,True,1,0,9.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,reading,4,multiple_choice,vocab,True,1,0,9.5
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,writing,0,short_answer,vocab,False,1,0,22.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,writing,1,short_answer,vocab,False,1,0,32.4
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,writing,2,short_answer,vocab,False,1,0,14.1
0,5,Robarte un Beso,Carlos Vives Sebastián Yatra,2,107,4,8.0,writing,3,short_answer,vocab,False,1,0,22.1
